	CTL_1	CTL_2	CTL_3	CTL_4	epm2a_1	epm2a_2	epm2a_3	epm2b_1	epm2b_2	epm2b_3	epm2b_4
ENSMUSG00000099396	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099826	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099581	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101327	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099673	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098013	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101824	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101504	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099729	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101638	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097982	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101520	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099394	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100657	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100513	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078757	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098185	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100751	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100386	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100949	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094827	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098205	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101312	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099932	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099905	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096274	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100613	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100577	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100903	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097952	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099549	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099821	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097972	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101232	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100443	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101185	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096142	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100324	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100471	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101296	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101486	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101375	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101974	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098094	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099898	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101927	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101137	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101487	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098044	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100904	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101427	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100058	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101401	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096467	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095232	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096102	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094305	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094978	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098080	1	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000101027	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099578	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101975	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099900	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095487	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083568	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081155	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083381	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079892	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083896	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079893	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085312	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094079	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046438	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078753	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081714	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101183	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094428	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081510	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084296	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100743	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081317	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101203	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083085	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066586	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083942	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101159	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081962	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081768	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066584	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066583	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083434	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080947	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078752	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036459	83	71	71	70	59	67	91	62	76	76	72
ENSMUSG00000052997	1499	1442	1269	1381	1233	1408	1456	1109	1299	1412	1366
ENSMUSG00000081491	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081161	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002635	197	141	150	140	166	150	189	117	142	175	180
ENSMUSG00000036427	7095	6056	5680	5898	6374	7452	7789	5693	6291	6787	6575
ENSMUSG00000086526	0	0	1	1	1	0	1	5	1	1	1
ENSMUSG00000085105	28	20	13	16	14	21	17	16	13	19	14
ENSMUSG00000066571	606	630	532	540	589	709	690	513	584	618	653
ENSMUSG00000108737	7	12	6	5	7	4	5	5	5	6	9
ENSMUSG00000078380	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066568	987	1020	956	902	974	1113	1161	806	946	963	928
ENSMUSG00000108447	3	2	0	0	1	3	2	1	0	1	3
ENSMUSG00000082684	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086184	2	2	1	0	2	1	2	2	1	2	3
ENSMUSG00000108732	10	12	10	8	3	4	1	4	5	7	2
ENSMUSG00000085124	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000081863	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086631	3	2	0	3	1	4	6	2	2	1	2
ENSMUSG00000108723	2	1	7	3	2	3	6	2	3	3	3
ENSMUSG00000030499	156	162	143	119	164	166	187	159	177	166	161
ENSMUSG00000085923	1	1	0	0	1	3	0	0	0	0	0
ENSMUSG00000087127	0	1	0	2	2	0	0	0	0	0	0
ENSMUSG00000060402	187	173	195	164	161	170	189	130	139	150	160
ENSMUSG00000063931	455	348	348	368	370	419	442	255	312	350	374
ENSMUSG00000077469	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056216	638	638	575	538	603	681	790	493	633	623	690
ENSMUSG00000108486	0	3	3	0	0	4	1	1	3	4	1
ENSMUSG00000108753	5	3	1	4	3	4	4	4	2	5	4
ENSMUSG00000108333	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108739	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093153	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108657	1	1	2	1	0	3	1	1	3	0	0
ENSMUSG00000088799	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108624	4	4	1	1	3	4	1	2	5	4	6
ENSMUSG00000034957	86	86	83	84	130	165	204	132	127	146	163
ENSMUSG00000108575	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030495	456	431	355	386	314	415	403	323	378	385	404
ENSMUSG00000001802	840	864	727	744	836	903	930	727	784	919	934
ENSMUSG00000088307	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118454	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063808	389	348	298	260	286	336	340	292	319	335	310
ENSMUSG00000108704	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000030494	169	186	160	145	219	206	219	125	149	146	151
ENSMUSG00000030493	62	36	34	46	35	47	58	32	35	37	55
ENSMUSG00000023072	212	206	196	175	187	237	228	162	193	184	184
ENSMUSG00000100776	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030492	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000030491	5	9	4	9	4	6	4	9	8	4	4
ENSMUSG00000100068	0	1	1	0	2	0	1	1	1	1	0
ENSMUSG00000034875	791	746	701	756	697	730	791	582	768	750	770
ENSMUSG00000097509	11	11	18	10	9	10	14	13	8	13	11
ENSMUSG00000056043	4	3	8	4	8	9	3	1	3	6	8
ENSMUSG00000034867	443	377	378	378	425	503	492	372	425	464	488
ENSMUSG00000030417	287	308	274	289	287	301	317	256	344	325	331
ENSMUSG00000043671	709	778	630	730	763	771	803	564	705	692	701
ENSMUSG00000044452	397	431	410	318	386	379	422	287	346	376	370
ENSMUSG00000044997	1	0	0	1	2	1	2	2	0	2	2
ENSMUSG00000100387	1	0	1	1	1	2	1	0	0	1	3
ENSMUSG00000108711	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066543	1	0	0	0	0	1	1	0	0	1	0
ENSMUSG00000098016	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093359	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093216	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000101965	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104330	0	0	2	1	2	1	1	1	0	2	1
ENSMUSG00000021217	255	290	257	247	267	244	282	208	279	287	206
ENSMUSG00000103882	1	3	4	3	5	7	7	1	3	4	1
ENSMUSG00000102516	27	20	17	16	35	40	22	18	18	17	19
ENSMUSG00000104420	33	24	16	16	24	22	13	12	11	13	13
ENSMUSG00000104454	9	5	6	6	13	10	9	10	5	5	11
ENSMUSG00000089273	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101342	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100616	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100905	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099715	2	1	1	0	0	3	3	0	0	1	0
ENSMUSG00000043456	378	419	374	354	420	420	455	328	362	422	377
ENSMUSG00000108507	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108790	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000108330	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000108572	0	0	0	0	0	1	0	0	0	0	3
ENSMUSG00000093540	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064591	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030421	741	749	665	656	657	698	712	549	647	723	653
ENSMUSG00000108726	3	1	4	0	2	1	1	1	2	2	1
ENSMUSG00000108334	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000002068	176	187	181	189	159	227	206	157	157	199	193
ENSMUSG00000089230	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108332	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000054676	527	457	413	439	454	497	538	390	454	481	452
ENSMUSG00000074170	102	80	96	76	144	132	172	93	102	129	161
ENSMUSG00000030423	321	319	320	316	276	294	311	270	359	331	318
ENSMUSG00000108749	0	0	0	0	0	0	1	1	0	0	1
ENSMUSG00000101410	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101548	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100374	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101708	0	1	0	2	0	1	1	0	1	1	1
ENSMUSG00000094848	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102073	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099781	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094920	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099846	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100169	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060565	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099765	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101847	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100810	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095537	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100841	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094233	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100788	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099772	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101855	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094419	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101470	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099981	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096277	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101023	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095053	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101035	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101703	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101454	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102017	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097653	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099951	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096181	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100112	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100721	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053742	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098777	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046372	2	3	2	4	0	2	1	2	3	3	1
ENSMUSG00000030424	141	143	100	131	106	115	123	96	101	94	103
ENSMUSG00000100490	14	23	15	15	5	7	8	6	11	13	7
ENSMUSG00000068959	130	121	123	120	73	103	88	76	100	94	109
ENSMUSG00000104150	0	1	0	0	0	0	1	1	1	0	0
ENSMUSG00000108621	925	898	762	875	760	854	664	558	704	749	666
ENSMUSG00000099934	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074903	0	0	0	0	0	2	2	0	2	1	1
ENSMUSG00000070236	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100912	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101901	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110135	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102085	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100431	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102227	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109083	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102464	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056836	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000101153	1	0	0	0	0	2	0	2	1	0	0
ENSMUSG00000087914	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100650	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000118476	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102004	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100600	78	65	62	64	54	83	80	49	73	67	72
ENSMUSG00000108672	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000101643	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084473	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039257	331	351	313	304	301	339	441	307	346	370	328
ENSMUSG00000099768	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091692	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108397	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108364	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048312	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100732	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108661	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108490	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102113	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108619	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101195	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101650	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108754	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072259	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078737	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100376	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099657	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099979	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000108395	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101196	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108779	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049062	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108340	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099511	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092031	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101449	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082080	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056383	183	172	168	185	173	172	153	124	192	167	202
ENSMUSG00000091864	17	17	23	16	12	10	11	14	25	22	21
ENSMUSG00000066537	28	20	14	17	21	20	23	14	19	21	20
ENSMUSG00000092592	7	2	5	4	2	2	2	3	5	5	2
ENSMUSG00000108312	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074166	104	110	75	79	99	85	99	80	89	84	98
ENSMUSG00000083500	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090744	0	0	0	0	0	1	0	0	2	0	0
ENSMUSG00000090341	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108482	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091474	499	440	423	409	451	447	454	280	437	446	423
ENSMUSG00000074165	724	845	621	671	643	698	646	532	653	671	707
ENSMUSG00000091401	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074164	1	1	1	1	1	3	2	1	3	1	0
ENSMUSG00000091004	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092193	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092538	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092451	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090383	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092328	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092032	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092281	1	0	1	1	0	0	1	0	2	0	2
ENSMUSG00000083623	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048574	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090619	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000092257	0	0	0	0	0	1	0	0	0	0	2
ENSMUSG00000108562	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090967	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092370	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092411	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092382	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070621	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030463	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092301	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092416	219	214	187	177	176	202	194	162	220	200	206
ENSMUSG00000092505	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108491	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108446	8	9	9	4	6	10	8	9	9	10	8
ENSMUSG00000094462	0	0	1	0	0	1	0	1	0	0	0
ENSMUSG00000092335	18	8	11	12	6	11	10	3	9	9	9
ENSMUSG00000076180	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074158	62	71	65	76	61	75	58	58	59	57	70
ENSMUSG00000069727	83	99	86	85	59	75	79	69	62	88	89
ENSMUSG00000091594	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000092554	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092238	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091926	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092225	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092191	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090751	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080892	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044609	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000076190	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091528	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108666	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107181	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108492	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071952	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064194	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077022	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074887	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012640	613	596	574	555	556	601	555	462	537	577	576
ENSMUSG00000108300	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039013	15	10	8	9	19	25	32	16	19	16	31
ENSMUSG00000070606	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108775	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030468	0	1	2	2	2	3	1	2	4	2	2
ENSMUSG00000093639	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118553	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118560	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004612	2	1	0	3	1	2	10	1	3	2	7
ENSMUSG00000038973	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004610	60	45	28	55	38	61	61	41	51	47	52
ENSMUSG00000107482	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108618	2	2	0	1	1	0	0	2	0	0	1
ENSMUSG00000099210	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000070604	31	31	20	33	26	26	24	19	27	40	22
ENSMUSG00000013367	447	422	393	383	418	445	501	395	412	417	432
ENSMUSG00000013353	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000108438	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000108695	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004609	163	163	159	163	195	277	287	196	222	197	291
ENSMUSG00000108411	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056592	153	132	133	154	153	198	143	155	144	155	172
ENSMUSG00000030469	399	437	385	396	358	416	422	301	378	405	340
ENSMUSG00000055102	2	4	2	3	0	2	1	0	3	1	0
ENSMUSG00000030472	0	0	1	1	0	0	0	0	1	1	0
ENSMUSG00000030474	9	14	2	9	10	13	7	10	13	8	11
ENSMUSG00000108783	0	0	1	0	0	0	1	1	0	0	0
ENSMUSG00000038888	87	98	75	84	99	108	114	87	115	94	101
ENSMUSG00000044737	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000108734	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097178	21	15	13	11	8	12	20	12	9	7	13
ENSMUSG00000054046	1	1	0	1	4	0	1	0	0	5	1
ENSMUSG00000108588	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000044430	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067616	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030693	3	1	1	2	1	1	2	2	2	2	1
ENSMUSG00000047884	1	0	1	0	1	1	1	1	1	1	0
ENSMUSG00000064023	41	28	34	36	42	36	37	41	38	42	40
ENSMUSG00000030713	0	1	0	0	2	0	0	1	0	0	2
ENSMUSG00000050063	249	149	173	175	260	301	344	269	217	302	314
ENSMUSG00000074155	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108781	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108527	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006948	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000108444	0	2	0	1	2	2	0	2	1	1	4
ENSMUSG00000055193	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108432	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060161	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108323	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063089	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108651	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063133	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108746	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059042	0	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000108730	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108602	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044485	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108794	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108539	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053719	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108759	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108339	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108328	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108440	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063177	0	0	0	0	0	0	2	0	0	0	1
ENSMUSG00000108538	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108400	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108498	0	0	0	0	0	0	0	0	0	0	0
